time,t,x,y,theta,Vx,Vy,Vlin,Vang
7700000000,0.002,20.0,0.5,1.5707963267948966,-0.5,2.975,2.975,1.0000000000000004
7700000000,0.004,20.0,0.5,1.5707963267948966,-0.510004945319764,2.977969990082016,2.977969990082016,1.0200098906395285
7800000000,0.006,20.0,0.5,1.5707963267948966,-0.5200195624511157,2.9808799213125186,2.9808799213125186,1.0400391249022318
7800000000,0.008,20.0,0.5,1.5707963267948966,-0.5300435229166636,2.9837297366459143,2.9837297366459143,1.0600870458333276
7900000000,0.01,20.0,0.5,1.5707963267948966,-0.5400764979344012,2.986519381008395,2.986519381008395,1.0801529958688028
7900000000,0.012,20.0,0.5,1.5707963267948966,-0.5501181584294136,2.9892488012997283,2.9892488012997283,1.1002363168588276
8000000000,0.014,19.948091742310975,0.5972982332400648,1.6748002392851198,-0.5575727621611464,2.987053034732978,3.028797654771451,0.4889089234712791
8000000000,0.016,19.948091742310975,0.5972982332400648,1.6748002392851198,-0.5676308052729366,2.9896618554841696,3.0324365696596547,0.5083746343893926
8100000000,0.018000000000000002,19.884401185776753,0.6882636448685933,1.7828155388720002,-0.574512017170334,2.987662034140422,3.041659343990046,-0.13411820510657613
8100000000,0.020000000000000004,19.884401185776753,0.6882636448685933,1.7828155388720002,-0.5845851233774959,2.990150066675183,3.0462113918005276,-0.1154702416482376
8200000000,0.022000000000000006,19.839594935376734,0.7802982501889146,1.831706431219128,-0.5924249531842247,2.987975909033088,3.039671598340556,-0.39680691707281746
8200000000,0.024000000000000007,19.839594935376734,0.7802982501889146,1.831706431219128,-0.6025118010445801,2.9903429805211013,3.0445605606143946,-0.37853720716025374
8300000000,0.02600000000000001,19.820289297919206,0.8786001688323571,1.81829461070847,-0.6116397417690576,2.9877344157001193,3.046532180593941,-0.27786172874853166
8300000000,0.02800000000000001,19.820289297919206,0.8786001688323571,1.81829461070847,-0.6217390081078772,2.9899803691789564,3.051183806735528,-0.2593791031936581
8400000000,0.030000000000000013,19.815118524029856,0.9800306042938904,1.7786139190011887,-0.631585448311043,2.9870941879833706,3.05313429622927,0.0033678425687704294
8400000000,0.032000000000000015,19.815118524029856,0.9800306042938904,1.7786139190011887,-0.6416958084095118,2.989218882378153,3.057299294169429,0.022276729341968338
8500000000,0.034000000000000016,19.808118258630664,1.0805562260542088,1.750827746126335,-0.6514612049173512,2.9862566182094907,3.0546438991026896,0.21242354847868938
8500000000,0.03600000000000002,19.808118258630664,1.0805562260542088,1.750827746126335,-0.661581332701253,2.9882599283502853,3.0584269468695755,0.23161925502741187
8600000000,0.03800000000000002,19.79004654462017,1.1789098525122603,1.7511645303832124,-0.6708022609775937,2.9852848230769564,3.057193093105295,0.24876928826159306
8600000000,0.04000000000000002,19.79004654462017,1.1789098525122603,1.7511645303832124,-0.6809308292061864,2.9871666397139123,3.060861364609567,0.2680226425031089
8700000000,0.04200000000000002,19.761679507572264,1.2752714389639175,1.7724068852310813,-0.6896447677765984,2.984169594286276,3.061825907964771,0.1562073301744611
8700000000,0.044000000000000025,19.761679507572264,1.2752714389639175,1.7724068852310813,-0.6997804482316543,2.985929824102483,3.0655801298665826,0.1753631381923786
8800000000,0.04600000000000003,19.72950046405466,1.3706038840853292,1.7972838140572407,-0.7083102342884866,2.982862608240408,3.0657391499057236,0.04080158682763946
8800000000,0.04800000000000003,19.72950046405466,1.3706038840853292,1.7972838140572407,-0.7184516979634686,2.984501173862494,3.069613196082288,0.059830611919925225
8900000000,0.05000000000000003,19.699447961949804,1.4662367632897115,1.8129045470746867,-0.7270929295711284,2.9812972393969805,3.0686672233094123,-0.017757303273097103
8900000000,0.05200000000000003,19.699447961949804,1.4662367632897115,1.8129045470746867,-0.7372388468604762,2.982814079403436,3.0725723067675457,0.0012153891486430535
9000000000,0.054000000000000034,19.673493396367235,1.5628270840251584,1.8169847057574502,-0.746088763940378,2.979440522518911,3.071434176777628,-0.005047228220960154
9000000000,0.056000000000000036,19.673493396367235,1.5628270840251584,1.8169847057574502,-0.7562378048288783,2.9808355914461386,3.0752605951850365,0.013958851905105929
9100000000,0.05800000000000004,19.649983778229085,1.6600275392631443,1.8152089754301406,-0.7652124277781196,2.97730974001095,3.073994028668452,0.044002695410829906
9100000000,0.06000000000000004,19.649983778229085,1.6600275392631443,1.8152089754301406,-0.7753632620303283,2.978583008357047,3.077685819563288,0.06308476325326162
9200000000,0.06200000000000004,19.626030007614705,1.7571165078557605,1.814704252608045,-0.7843168055783627,2.97494092190824,3.076297472128466,0.08532768209459118
9200000000,0.06400000000000004,19.626030007614705,1.7571165078557605,1.814704252608045,-0.7944681029280591,2.9760923761345053,3.0798663501910677,0.10447320837008589
9300000000,0.06600000000000004,19.59974649726646,1.8536206505229642,1.819104522149128,-0.8033049575014405,2.9723577160788324,3.078618055582778,0.0963351424866179
9300000000,0.06800000000000005,19.59974649726646,1.8536206505229642,1.819104522149128,-0.8134553878410793,2.973387358608993,3.08211073293445,0.11550726858018345
9400000000,0.07000000000000005,19.57103904891788,1.9494874536804008,1.8276372903585871,-0.8221695135693148,2.9695627610296196,3.081005802365101,0.08170548400793942
9400000000,0.07200000000000005,19.57103904891788,1.9494874536804008,1.8276372903585871,-0.8323177471394531,2.970470610246796,3.084461791032635,0.10087493649100043
9500000000,0.07400000000000005,19.5409836189341,2.0449611773131444,1.837270804607249,-0.8409616123264264,2.966543888505433,3.083292625633584,0.06018838921779701
9500000000,0.07600000000000005,19.5409836189341,2.0449611773131444,1.837270804607249,-0.8511063199050961,2.9673299787468235,3.0867223970729167,0.07934768958062488
