time,x,y,theta,Vx,Vy,Vlin,Vang,isMotionToGoal,isBoundaryFollowing,isNormal
20400000000,-4.5,2.0,0.0,0.46218696676748783,0.19074382755483626,0.46218696676748783,0.38148765510967253,True,False,False
20400000000,-4.5,2.0,0.0,0.46218696676748783,0.19074382755483626,0.46218696676748783,0.38148765510967253,True,False,False
20500000000,-4.5,2.0,0.0,0.46218696676748783,0.19074382755483626,0.46218696676748783,0.38148765510967253,True,False,False
20500000000,-4.5,2.0,0.0,0.46218696676748783,0.19074382755483626,0.46218696676748783,0.38148765510967253,True,False,False
20600000000,-4.454145091278301,2.019069756510595,0.03814876551096726,0.4621877207389029,0.19074200061386046,0.4691262511034498,0.34595121347162827,True,False,False
20600000000,-4.454145091278301,2.019069756510595,0.03814876551096726,0.4621877207389029,0.19074200061386046,0.4691262511034498,0.34595121347162827,True,False,False
20700000000,-4.409050856710294,2.0398745222140184,0.07629753102193453,0.46219910838381745,0.190714404828802,0.47539138261719244,0.30985824716030463,True,False,False
20700000000,-4.409050856710294,2.0398745222140184,0.07629753102193453,0.46219910838381745,0.190714404828802,0.47539138261719244,0.30985824716030463,True,False,False
20800000000,-4.363891235410497,2.060671361466559,0.11089265236909736,0.4622103463484168,0.19068716718352224,0.48047380890026503,0.2767303305448938,True,False,False
20800000000,-4.363891235410497,2.060671361466559,0.11089265236909736,0.4622103463484168,0.19068716718352224,0.48047380890026503,0.2767303305448938,True,False,False
20900000000,-4.318596890089997,2.0813010302289885,0.14187847708512782,0.46222045682211393,0.19066265836591154,0.4845363867696758,0.24677511946050878,True,False,False
20900000000,-4.318596890089997,2.0813010302289885,0.14187847708512782,0.46222045682211393,0.19066265836591154,0.4845363867696758,0.24677511946050878,True,False,False
21000000000,-4.273178071678995,2.1017637433094087,0.1695515101396172,0.46222945847319935,0.19064083434451512,0.4877701326246,0.21982081538726136,True,False,False
21000000000,-4.273178071678995,2.1017637433094087,0.1695515101396172,0.46222945847319935,0.19064083434451512,0.4877701326246,0.21982081538726136,True,False,False
21100000000,-4.2276511201399085,2.1220747272245775,0.19422902208566808,0.46223746141769473,0.1906214291786867,0.49033776631902176,0.19564125251359815,True,False,False
21100000000,-4.2276511201399085,2.1220747272245775,0.19422902208566808,0.46223746141769473,0.1906214291786867,0.49033776631902176,0.19564125251359815,True,False,False
21200000000,-4.182031010268237,2.1422493739035087,0.21621110362439422,0.46224457424059945,0.19060418039782603,0.4923726772046425,0.17400168668530727,True,False,False
21200000000,-4.182031010268237,2.1422493739035087,0.21621110362439422,0.46224457424059945,0.19060418039782603,0.4923726772046425,0.17400168668530727,True,False,False
21300000000,-4.136330747449205,2.162301786825579,0.23577522887575403,0.46225089509436695,0.19058885062997935,0.4939830029690486,0.15467117091017255,True,False,False
21300000000,-4.136330747449205,2.162301786825579,0.23577522887575403,0.46225089509436695,0.19058885062997935,0.4939830029690486,0.15467117091017255,True,False,False
21400000000,-4.090561505626963,2.1822447329286616,0.2531753975442848,0.46225651168734916,0.1905752276730732,0.49525583386505456,0.13742865818495875,True,False,False
21400000000,-4.090561505626963,2.1822447329286616,0.2531753975442848,0.46225651168734916,0.1905752276730732,0.49525583386505456,0.13742865818495875,True,False,False
21500000000,-4.044732847688783,2.202089737768916,0.2686425146353021,0.4622615021981346,0.19056312231259212,0.4962609632656596,0.12206647924208547,True,False,False
21500000000,-4.044732847688783,2.202089737768916,0.2686425146353021,0.4622615021981346,0.19056312231259212,0.4962609632656596,0.12206647924208547,True,False,False
21600000000,-3.9988529438178175,2.221847189348387,0.2823853804537979,0.4622659362356678,0.19055236602089587,0.4970541069310284,0.10839215438393496,True,False,False
21600000000,-3.9988529438178175,2.221847189348387,0.2823853804537979,0.4622659362356678,0.19055236602089587,0.4970541069310284,0.10839215438393496,True,False,False
21700000000,-3.9529287714307615,2.2415264366369696,0.2945920283780065,0.462269875737255,0.19054280880123187,0.4976796071610641,0.09622907286280746,True,False,False
21700000000,-3.9529287714307615,2.2415264366369696,0.2945920283780065,0.462269875737255,0.19054280880123187,0.4976796071610641,0.09622907286280746,True,False,False
21800000000,-3.906966292213374,2.2611358817046963,0.3054312438164,0.4622733757889622,0.190534317215238,0.4981726698253625,0.08541641619900359,True,False,False
21800000000,-3.906966292213374,2.2611358817046963,0.3054312438164,0.4622733757889622,0.190534317215238,0.4981726698253625,0.08541641619900359,True,False,False
21900000000,-3.860970605735632,2.2806830656303605,0.31505415110268076,0.46227648536783583,0.19052677259629686,0.49856119399555515,0.07580859691951508,True,False,False
21900000000,-3.860970605735632,2.2806830656303605,0.31505415110268076,0.46227648536783583,0.19052677259629686,0.49856119399555515,0.07580859691951508,True,False,False
22000000000,-3.814946080988153,2.3001747483937542,0.3235957927225811,0.462279248009538,0.19052006944082295,0.49886725548056066,0.06727440551332903,True,False,False
22000000000,-3.814946080988153,2.3001747483937542,0.3235957927225811,0.462279248009538,0.19052006944082295,0.49886725548056066,0.06727440551332903,True,False,False
22100000000,-3.7688964680361865,2.319616982924658,0.33117665241453265,0.4622817024066284,0.1905141139654211,0.4991083017797606,0.05969599968250605,True,False,False
22100000000,-3.7688964680361865,2.319616982924658,0.33117665241453265,0.4622817024066284,0.1905141139654211,0.4991083017797606,0.05969599968250605,True,False,False
22200000000,-3.722824992275374,2.3390151834780393,0.3379040929658655,0.4622838829433308,0.1905088228162591,0.4992981096761411,0.05296782698326208,True,False,False
22200000000,-3.722824992275374,2.3390151834780393,0.3379040929658655,0.4622838829433308,0.1905088228162591,0.4992981096761411,0.05296782698326208,True,False,False
